budget,id,language,popularity,release_date,revenue,runtime,status,title,vote_avg,vote_count,genres_1,genres_2,genres_3,genres_4,genres_5,pro_com_1,pro_com_2,pro_com_3,pro_com_4,pro_coun_1,pro_coun_2,pro_coun_3
42000000,25189,English,3.844926,15-11-1996,0,02:06,Released,The Mirror Has Two Faces,6.5,47,Comedy,Drama,Romance,,,TriStar Pictures,Phoenix Pictures,,,,,
32000000,2637,English,14.733513,25-01-2002,55157539,01:59,Released,The Mothman Prophecies,6.1,305,Drama,Horror,Mystery,,,Lakeshore Entertainment,,,,,,
42000000,18480,English,16.122168,08-07-2009,0,01:23,Released,Brüno,5.4,518,Comedy,,,,,Universal Pictures,,,,,,
32000000,709,English,28.22119,07-07-1989,156167015,02:13,Released,Licence to Kill,5.9,541,Adventure,Action,Thriller,,,Eon Productions,,,,,,
42000000,49730,English,45.151657,11-03-2011,89162162,01:40,Released,Red Riding Hood,5.6,922,Fantasy,Thriller,Horror,,,Appian Way,Warner Bros.,Random Films,,,,
60000000,2749,English,15.205371,01-03-2001,56359980,02:00,Released,15 Minutes,5.7,191,Action,Crime,Thriller,,,New Line Cinema,Industry Entertainment,Tribeca Productions,New Redemption Pictures,,,
48000000,9607,English,14.587367,28-05-1993,20915465,01:44,Released,Super Mario Bros.,4,232,Adventure,Comedy,Family,Fantasy,,Hollywood Pictures,Cinergi Pictures Entertainment,Allied Filmmakers,Walt Disney,,,
42000000,1830,English,34.828241,16-09-2005,24127895,02:02,Released,Lord of War,7,1335,Crime,Drama,Thriller,,,Saturn Films,Ascendant Pictures,Endgame Entertainment,Entertainment Manufacturing Company,,,
31000000,79,Chinese,23.607392,19-12-2002,177394432,01:39,Released,Hero,7.2,635,Drama,Adventure,Action,History,,Beijing New Picture Film Co. Ltd.,China Film Co-Production Corporation,,,,,
40000000,54054,English,19.438503,26-01-2012,36893721,01:31,Released,One for the Money,5.3,388,Action,Comedy,Crime,,,Lakeshore Entertainment,Sidney Kimmel Entertainment,,,,,
44000000,228967,English,74.168016,25-12-2014,12342632,01:52,Released,The Interview,6.1,2304,Action,Comedy,,,,Columbia Pictures,Point Grey Pictures,,,,,
42000000,46528,English,7.349497,02-12-2010,11087569,01:40,Released,The Warrior's Way,6.3,136,Adventure,Fantasy,Action,Western,Thriller,Boram Entertainment Inc.,,,,,,
33000000,27936,French,7.663515,28-10-2009,14000000,01:40,Released,Micmacs,6.8,148,Action,Comedy,Crime,,,France 2 Cin\u00e9ma,France 3 Cin\u00e9ma,Epith\u00e8te Films,France 3 (FR 3),,,
41000000,65,English,32.798571,08-11-2002,215000000,01:50,Released,8 Mile,6.8,1626,Drama,,,,,Imagine Entertainment,Mikona Productions GmbH & Co. KG,,,,,
0,280391,French,5.794466,08-04-2015,0,01:40,Released,Why I Did (Not) Eat My Father,5.3,125,Adventure,Comedy,Animation,,,Path\u00e9 Films,Bor\u00e9ales,,,,,
65000000,9476,English,36.670399,11-05-2001,117487473,02:12,Released,A Knight's Tale,6.6,907,Adventure,Drama,Romance,Action,,Columbia Pictures Corporation,Escape Artists,Black and Blu Entertainment,Finestkind,,,
41000000,10610,English,14.653718,15-08-2003,0,01:28,Released,The Medallion,5.3,281,Thriller,Fantasy,Action,Comedy,,Living Films,Emperor Multimedia Group (EMG),Golden Port Productions Ltd.,,,,
40000000,745,English,73.085576,06-08-1999,672806292,01:47,Released,The Sixth Sense,7.7,3147,Mystery,Thriller,Drama,,,Spyglass Entertainment,The Kennedy/Marshall Company,Hollywood Pictures,Barry Mendel Productions,,,
42000000,49527,English,34.041407,13-01-2012,46221189,01:42,Released,Man on a Ledge,6.2,925,Action,Thriller,Crime,,,Summit Entertainment,Di Bonaventura Picture,,,,,
41000000,73937,English,9.419726,13-10-2011,7448385,01:40,Released,The Big Year,5.6,248,Comedy,,,,,Ingenious Media,Dune Entertainment,Fox 2000 Pictures,Deuce Three Productions,,,
8000000,1885,English,28.456572,22-06-1984,90815558,02:06,Released,The Karate Kid,6.9,891,Drama,,,,,Columbia Pictures Corporation,Jerry Weintraub Productions,Delphi Films,,,,
40000000,168672,English,49.664128,12-12-2013,251171807,02:18,Released,American Hustle,6.8,2807,Drama,Crime,,,,Columbia Pictures,Atlas Entertainment,Annapurna Pictures,,,,
40000000,18240,English,36.238968,01-06-2009,317375031,01:48,Released,The Proposal,6.7,1804,Comedy,Romance,Drama,,,Touchstone Pictures,Mandeville Films,Kurtzman/Orci,,,,
70000000,10398,English,19.439386,24-09-1999,177841558,01:45,Released,Double Jeopardy,6.2,278,Crime,Drama,Mystery,Thriller,,Paramount Pictures,,,,,,
40000000,165,English,43.345252,20-11-1989,332000000,01:48,Released,Back to the Future Part II,7.4,3829,Adventure,Comedy,Family,Science Fiction,,Universal Pictures,Amblin Entertainment,U-Drive Productions,,,,
40000000,240832,English,115.241998,14-07-2014,126546825,01:29,Released,Lucy,6.3,5878,Action,Science Fiction,,,,Universal Pictures,TF1 Films Production,Canal+,EuropaCorp,,,
40000000,216015,English,98.755657,11-02-2015,571006128,02:05,Released,Fifty Shades of Grey,5.2,3254,Drama,Romance,Thriller,,,Focus Features,Trigger Street Productions,Michael De Luca Productions,,,,
38000000,12279,English,21.998734,25-07-2003,197011982,01:24,Released,Spy Kids 3-D: Game Over,4.7,511,Action,Adventure,Comedy,Family,Science Fiction,Dimension Films,,,,,,
40000000,1645,English,25.219805,24-07-1996,152266007,02:29,Released,A Time to Kill,7,509,Crime,Drama,Thriller,,,Regency Enterprises,Warner Bros.,,,,,
40000000,11007,English,26.516624,24-12-2003,190212113,01:38,Released,Cheaper by the Dozen,6,699,Comedy,,,,,Twentieth Century Fox Film Corporation,Robert Simonds Productions,,,,,
40000000,193756,English,37.084384,24-12-2013,149295601,02:01,Released,Lone Survivor,7.4,1526,Action,Drama,Thriller,War,,Universal Pictures,Weed Road Pictures,Herrick Entertainment,Leverage Management,,,
40000000,11287,English,21.661028,01-07-1992,107458785,02:08,Released,A League of Their Own,6.7,354,Comedy,,,,,Columbia Pictures Corporation,Parkway Productions,,,,,
40000000,259693,English,68.794673,13-05-2016,320170008,02:14,Released,The Conjuring 2,7,1949,Horror,,,,,New Line Cinema,Dune Entertainment,The Safran Company,Evergreen Media Group,,,
40000000,37799,English,69.27822,30-09-2010,224920315,02:00,Released,The Social Network,7.1,3391,Drama,,,,,Columbia Pictures,Scott Rudin Productions,Relativity Media,,,,
40000000,10184,English,26.253357,06-02-2009,177259441,02:09,Released,He's Just Not That Into You,6.2,959,Comedy,Romance,Drama,,,New Line Cinema,Flower Films (II),Internationale Filmproduktion Blackswan,,,,
45000000,4257,English,32.549282,13-04-2006,178262620,01:23,Released,Scary Movie 4,5.3,750,Comedy,,,,,Dimension Films,,,,,,
40000000,4234,English,24.992057,03-02-2000,161834276,01:56,Released,Scream 3,5.7,736,Horror,Mystery,,,,Konrad Pictures,Craven-Maddalena Films,Dimension Films,,,,
40000000,196,English,45.769562,25-05-1990,244527583,01:58,Released,Back to the Future Part III,7.1,2900,Adventure,Comedy,Family,Science Fiction,,Universal Pictures,Amblin Entertainment,U-Drive Productions,,,,
40000000,257091,English,36.301202,26-03-2015,111811453,01:40,Released,Get Hard,5.9,944,Comedy,,,,,Gary Sanchez Productions,Warner Bros.,,,,,
40000000,6114,English,45.022964,13-11-1992,215862692,02:08,Released,Dracula,7.1,1056,Romance,Horror,,,,American Zoetrope,Columbia Pictures Corporation,Osiris Films,,,,
40000000,24803,English,22.853006,06-08-2009,129540499,02:03,Released,Julie & Julia,6.6,560,Romance,Drama,,,,Columbia Pictures,Scott Rudin Productions,Easy There Tiger Productions,,,,
40000000,109410,English,31.884559,12-04-2013,95020213,02:08,Released,42,6.8,787,Drama,,,,,Warner Bros.,,,,,,
40000000,1213,English,31.385257,25-12-1999,128798265,02:19,Released,The Talented Mr. Ripley,7,767,Thriller,Crime,Drama,,,Paramount Pictures,Miramax Films,Timnick Films,Mirage Enterprises,,,
40000000,100042,English,67.767785,12-11-2014,169837010,01:50,Released,Dumb and Dumber To,5.4,1127,Comedy,,,,,New Line Cinema,Universal Pictures,Conundrum Entertainment,Red Granite Pictures,,,
40000000,9036,English,24.287306,17-02-2006,120455994,02:00,Released,Eight Below,6.7,542,Adventure,Drama,Family,,,Walt Disney Pictures,Spyglass Entertainment,Vertigo Entertainment,"Kennedy/Marshall Company, The",,,
35000000,257211,English,53.114573,24-09-2015,194564672,02:01,Released,The Intern,7.1,1881,Comedy,,,,,Waverly Films,Warner Bros.,,,,,
40000000,323675,English,25.136082,14-01-2016,124827316,01:42,Released,Ride Along 2,6.1,555,Action,Comedy,,,,Universal Pictures,Cube Vision,Will Packer Productions,Reel Chefs Catering,,,
40000000,9361,English,37.776566,25-09-1992,75505856,01:52,Released,The Last of the Mohicans,7.1,732,Action,Adventure,Drama,History,Romance,Morgan Creek Productions,,,,,,
40000000,1677,English,21.743321,29-10-2004,124731534,02:32,Released,Ray,7.2,467,Drama,Music,,,,Universal Pictures,Bristol Bay Productions,Baldwin Entertainment Group,Anvil Films,,,
40000000,187,English,66.003433,01-04-2005,158733820,02:04,Released,Sin City,7.2,2691,Action,Thriller,Crime,,,Dimension Films,Troublemaker Studios,Miramax,,,,
40000000,7461,English,24.862767,01-02-2008,151161491,01:30,Released,Vantage Point,6.2,716,Drama,Action,Thriller,Crime,,Columbia Pictures,Original Film,Kanzaman,Relativity Media,,,
41000000,16538,English,25.391899,20-03-2009,91636986,01:45,Released,"I Love You, Man",6.5,515,Comedy,,,,,The Montecito Picture Company,De Line Pictures,Bernard Gayle Productions,,,,
40000000,9889,English,29.854773,01-11-2001,141069860,01:54,Released,Shallow Hal,5.7,731,Comedy,Romance,,,,Twentieth Century Fox Film Corporation,,,,,,
40000000,820,English,26.82041,20-12-1991,205405498,03:09,Released,JFK,7.5,502,Drama,Thriller,History,,,Camelot Productions,Canal Plus Group,Ixtlan Productions,Warner Bros.,,,
40000000,11565,English,17.61292,26-01-2006,138259062,01:39,Released,Big Momma's House 2,5.4,371,Comedy,Crime,,,,Twentieth Century Fox Film Corporation,Regency Enterprises,Epsilon Motion Pictures,Firm Films,,,
57000000,6073,English,21.021809,01-03-2001,147845033,02:03,Released,The Mexican,5.8,441,Action,Comedy,Crime,Romance,,DreamWorks SKG,Newmarket Capital Group,Lawrence Bender Productions,Pistolero Productions LLC,,,
20000000,16996,English,52.571674,11-03-2009,136267476,01:42,Released,17 Again,6.1,1350,Comedy,,,,,New Line Cinema,Offspring Entertainment,,,,,
40000000,193610,English,34.519636,16-04-2014,196781193,01:49,Released,The Other Woman,6.2,1437,Comedy,Romance,,,,Twentieth Century Fox Film Corporation,LBI Productions,,,,,
40000000,19912,English,32.478077,26-08-2009,186167139,01:22,Released,The Final Destination,5.4,831,Horror,Mystery,,,,New Line Cinema,Practical Pictures,Parallel Zide,,,,
40000000,296098,English,48.445978,15-10-2015,165478348,02:21,Released,Bridge of Spies,7.2,2583,Thriller,Drama,,,,DreamWorks SKG,Amblin Entertainment,Studio Babelsberg,Fox 2000 Pictures,,,
40000000,8007,English,24.012986,17-11-2001,91753202,01:46,Released,Behind Enemy Lines,6,457,Action,Drama,Thriller,War,,Twentieth Century Fox Film Corporation,Davis Entertainment,,,,,
40000000,32823,English,17.869443,04-06-2010,90029656,01:49,Released,Get Him to the Greek,5.9,612,Comedy,,,,,Universal Pictures,Spyglass Entertainment,Relativity Media,Apatow Productions,,,
50000000,4380,English,14.231899,15-10-2004,170128460,01:47,Released,Shall We Dance?,5.9,297,Drama,Romance,Comedy,,,Miramax Films,,,,,,
40000000,11551,English,23.088571,10-07-1998,54682547,01:50,Released,Small Soldiers,6.2,511,Comedy,Adventure,Fantasy,Science Fiction,Action,Universal Pictures,Amblin Entertainment,DreamWorks Pictures,,,,
40000000,10336,English,19.833664,31-07-1997,87840042,01:36,Released,Spawn,5,336,Action,Adventure,Fantasy,Horror,Science Fiction,New Line Cinema,Pull Down Your Pants Pictures,Todd McFarlane Entertainment,,,,
35000000,11362,English,26.595983,23-01-2002,75395048,02:11,Released,The Count of Monte Cristo,7.3,453,Action,Adventure,Drama,Thriller,,Spyglass Entertainment,World 2000 Entertainment,Count of Monte Cristo Ltd.,Touchstone Pictures,,,
40000000,50348,English,26.072228,17-03-2011,85412898,01:59,Released,The Lincoln Lawyer,7,902,Crime,Drama,Thriller,,,Lakeshore Entertainment,Sidney Kimmel Entertainment,Lionsgate,,,,
30000000,48138,English,38.643914,16-02-2011,130786397,01:53,Released,Unknown,6.5,1265,Action,Mystery,Thriller,,,Studio Babelsberg,StudioCanal,Dark Castle Entertainment,TF1 Films Production,,,
40000000,1124,English,74.440708,19-10-2006,109676311,02:10,Released,The Prestige,8,4391,Drama,Mystery,Thriller,,,Warner Bros.,Touchstone Pictures,Syncopy,,,,
42000000,227159,English,82.185281,26-11-2014,107670357,01:48,Released,Horrible Bosses 2,6.1,1536,Comedy,,,,,New Line Cinema,BenderSpink,RatPac Entertainment,,,,
40000000,68179,English,18.14218,14-02-2013,74597643,01:29,Released,Escape from Planet Earth,5.7,332,Animation,Comedy,Adventure,Family,Science Fiction,Rainmaker Entertainment,Mainframe Entertainment,"Weinstein Company, The",,,,
40000000,1579,English,41.570047,07-12-2006,120175290,02:19,Released,Apocalypto,7.3,1221,Action,Adventure,Drama,Thriller,,Icon Productions,Icon Entertainment International,Touchstone Pictures,,,,
40000000,708,English,23.331459,29-06-1987,191185897,02:10,Released,The Living Daylights,6.2,440,Action,Adventure,Thriller,,,United Artists,Eon Productions,,,,,
40000000,34851,English,47.649554,03-07-2010,126248813,01:47,Released,Predators,6,1206,Action,Science Fiction,Adventure,Thriller,,Twentieth Century Fox Film Corporation,Davis Entertainment,Dune Entertainment III,Troublemaker Studios,,,
0,9930,English,7.519433,18-06-1986,0,01:56,Released,Legal Eagles,5.8,51,Comedy,Crime,Drama,Romance,Thriller,Universal Pictures,Mirage Enterprises,Northern Lights Entertainment,,,,
40000000,1586,English,32.908414,12-03-2004,92913171,01:36,Released,Secret Window,6.4,972,Thriller,Mystery,,,,Columbia Pictures Corporation,Pariah Entertainment Group,Grand Slam Productions,Mel's Cite du Cinema,,,
40000000,2044,English,29.88736,16-06-2006,114830111,01:39,Released,The Lake House,6.5,670,Romance,Drama,Mystery,,,Village Roadshow Pictures,Vertigo Entertainment,Sound for Film,Warner Bros.,,,
43000000,9913,English,29.105407,29-07-2005,91974818,01:44,Released,The Skeleton Key,6.4,573,Drama,Horror,Mystery,Thriller,,Universal Pictures,MFPV Film,Double Feature Films,ShadowCatcher Entertainment,,,
0,71864,English,16.394452,15-08-2012,51854875,01:45,Released,The Odd Life of Timothy Green,6.5,386,Fantasy,Drama,Comedy,Family,,Walt Disney Pictures,,,,,,
40000000,10761,English,19.574774,02-05-2008,84601681,01:41,Released,Made of Honor,6,394,Comedy,Romance,,,,Columbia Pictures,Original Film,,,,,
40000000,209451,English,14.199933,05-06-2014,67347013,02:14,Released,Jersey Boys,6.8,255,Music,Drama,,,,Warner Bros.,,,,,,
40000000,11975,English,12.229516,18-11-1997,45916769,02:15,Released,The Rainmaker,6.7,235,Drama,Crime,Thriller,,,Paramount Pictures,Constellation Entertainment,,,,,
40000000,4970,English,27.303608,21-11-2003,141591324,01:38,Released,Gothika,5.8,629,Horror,Thriller,,,,Columbia Pictures Corporation,Dark Castle Entertainment,Warner Bros.,,,,
36000000,11831,English,3.698276,03-12-1997,74000000,02:35,Released,Amistad,6.8,316,Drama,History,Mystery,,,DreamWorks SKG,,,,,,
40000000,9096,English,7.021871,07-02-1992,0,01:46,Released,Medicine Man,5.8,114,Adventure,,,,,Hollywood Pictures,Cinergi Pictures Entertainment,,,,,
40000000,440,English,39.381913,25-12-2007,41797066,01:34,Released,Aliens vs Predator: Requiem,4.9,740,Fantasy,Action,Science Fiction,Thriller,Horror,Twentieth Century Fox Film Corporation,Dune Entertainment,Davis Entertainment,Brandywine Productions,,,
40000000,11011,English,14.398356,19-12-1994,0,01:35,Released,Ri¢hie Ri¢h,5.4,415,Comedy,Family,,,,Davis Entertainment,Silver Pictures,Warner Bros.,,,,
65000000,10641,English,8.680334,11-08-2000,0,01:43,Released,Autumn in New York,5.7,135,Drama,Romance,,,,Lakeshore Entertainment,Metro-Goldwyn-Mayer (MGM),,,,,
40000000,11172,English,17.659032,09-02-2007,145896422,01:36,Released,Music and Lyrics,6.2,554,Comedy,Music,Romance,,,Village Roadshow Pictures,Castle Rock Entertainment,Reserve Room,Flower Films (II),,,
40000000,39513,English,43.151268,14-02-2011,97552050,01:44,Released,Paul,6.5,1789,Adventure,Comedy,Science Fiction,,,Universal Pictures,Big Talk Productions,Relativity Media,Working Title Films,,,
40000000,82687,English,15.283444,19-12-2012,41863726,01:35,Released,The Guilt Trip,5.4,284,Comedy,,,,,Paramount Pictures,Skydance Productions,,,,,
40000000,41446,English,35.21926,11-04-2011,97138686,01:51,Released,Scream 4,6.1,902,Horror,Mystery,,,,Dimension Films,,,,,,
40000000,8224,English,25.580272,26-02-1999,96618699,02:03,Released,8MM,6.1,474,Thriller,Crime,Mystery,,,Columbia Pictures Corporation,Hofflund/Polone,Global Entertainment Productions GmbH & Company Medien KG,,,,
38000000,10537,English,10.794175,01-03-1991,34416893,02:20,Released,The Doors,6.7,275,Drama,Music,,,,Imagine Entertainment,Ixtlan Productions,Carolco Pictures,Bill Graham Films,,,
40000000,225886,English,72.641296,17-07-2014,126069509,01:37,Released,Sex Tape,5.3,1695,Comedy,,,,,Escape Artists,Media Rights Capital,Sony Pictures Entertainment (SPE),LStar Capital,,,
40000000,10385,English,3.415534,16-02-2000,36037909,01:34,Released,Hanging Up,5,40,Comedy,Drama,,,,Laurence Mark Productions,Columbia Pictures Corporation,Global Entertainment Productions GmbH & Company Medien KG,Nora Ephron Productions,,,
47000000,55779,English,38.555482,12-08-2011,157887643,01:32,Released,Final Destination 5,5.9,866,Horror,Mystery,,,,New Line Cinema,Practical Pictures,Parallel Zide,,,,
0,10154,English,6.786117,16-08-1999,0,01:42,Released,Mickey Blue Eyes,5.3,140,Comedy,Crime,Romance,,,Castle Rock Entertainment,Warner Bros.,,,,,
40000000,10647,English,24.313684,12-10-2000,55707411,02:02,Released,Pay It Forward,7,432,Drama,Romance,,,,Bel Air Entertainment,Warner Bros.,,,,,
30000000,11431,English,9.965073,06-04-2005,50451307,01:43,Released,Fever Pitch,5.9,182,Comedy,Drama,Romance,,,Fox 2000 Pictures,Wildgaze Films,Alan Greenspan Productions,Mars Media Beteiligungs,,,
40000000,8457,English,15.055732,20-03-2008,0,01:42,Released,Drillbit Taylor,5.5,275,Comedy,,,,,Paramount Pictures,Apatow Productions,,,,,
0,188161,English,32.808675,22-05-2014,0,01:56,Released,A Million Ways to Die in the West,5.8,1468,Comedy,Western,,,,Media Rights Capital,Fuzzy Door Productions,Bluegrass Films,RGB Media,,,
25000000,8850,English,8.178203,01-07-1994,48063435,01:48,Released,The Shadow,5.4,138,Adventure,Fantasy,Action,Thriller,Science Fiction,Universal Pictures,,,,,,
40000000,64685,English,31.066874,24-12-2011,55247881,02:09,Released,Extremely Loud & Incredibly Close,6.9,708,Drama,,,,,Paramount Pictures,Scott Rudin Productions,Warner Bros.,,,,
40000000,38357,English,22.491388,12-01-2010,58785180,01:42,Released,Morning Glory,6.1,412,Comedy,Drama,Romance,,,Bad Robot,Goldcrest Pictures,,,,,
40000000,10060,English,12.885985,09-11-2005,46442528,01:57,Released,Get Rich or Die Tryin',6.3,186,Drama,,,,,Paramount Pictures,MTV Films,Cent Productions Inc.,,,,
40000000,11398,English,7.832337,23-08-2000,30199105,01:57,Released,The Art of War,5.6,135,Crime,Action,Adventure,,,Amen Ra Films,Franchise Pictures,Warner Bros.,Morgan Creek Productions,,,
40000000,1833,English,10.433667,23-11-2005,31670620,02:15,Released,Rent,6.7,155,Drama,Romance,,,,Columbia Pictures,1492 Pictures,Revolution Studios,,,,
40000000,10391,English,3.321949,11-08-2000,0,01:47,Released,Bless the Child,4.9,71,Drama,Horror,Thriller,Crime,,Paramount Pictures,Icon Entertainment International,Munich Film Partners & Company (MFP) BTC Productions,,,,
75000000,8970,English,4.842626,02-04-1999,29000000,01:30,Released,The Out-of-Towners,5,45,Comedy,,,,,Paramount Pictures,Cherry Alley Productions,,,,,
40000000,9306,English,13.210898,23-08-1996,49627779,01:36,Released,The Island of Dr. Moreau,4.6,147,Fantasy,Horror,Science Fiction,,,New Line Cinema,,,,,,
40000000,11370,English,3.296933,07-09-2001,27053815,01:44,Released,The Musketeer,5.2,56,Action,Adventure,Drama,,,Crystal Sky Worldwide,MDP Worldwide,ApolloMedia Distribution,"Carousel Picture Company, The",,,
35000000,12184,English,22.939557,28-02-2008,0,01:55,Released,The Other Boleyn Girl,6.4,477,Drama,,,,,Columbia Pictures,Scott Rudin Productions,BBC Films,Ruby Films,,,
40000000,1921,English,19.372805,16-02-2001,65754228,01:59,Released,Sweet November,6.4,278,Drama,Romance,,,,Bel Air Entertainment,Warner Bros.,,,,,
40000000,1683,English,13.445697,05-04-2007,62771059,01:39,Released,The Reaping,5.4,205,Horror,,,,,Village Roadshow Pictures,Dark Castle Entertainment,Warner Bros.,Eyetronics,,,
500000,203,English,17.002096,02-10-1973,3000000,01:50,Released,Mean Streets,7.2,345,Drama,Crime,,,,Scorsese Productions,,,,,,
40000000,11858,English,4.516953,03-06-1994,24332324,02:08,Released,Renaissance Man,5.9,81,Comedy,War,,,,Cinergi Pictures Entertainment,Touchstone Pictures,,,,,
40000000,62835,English,33.785969,27-07-2011,60965854,01:48,Released,Colombiana,6.5,824,Action,Thriller,Crime,Drama,,TF1 Films Production,Canal+,Cin\u00e9Cin\u00e9ma,Grive Productions,,,
40000000,18937,English,16.059443,15-05-1998,38172500,01:26,Released,Quest for Camelot,6.9,190,Fantasy,Animation,Drama,Romance,Family,Warner Bros.,,,,,,
40000000,13536,English,3.476966,06-09-2002,22433915,01:48,Released,City By The Sea,5.7,92,Crime,Drama,Mystery,,,Warner Bros. Pictures,Epsilon Motion Pictures,Franchise Pictures,Brad Grey Pictures,,,
0,15556,English,5.778724,15-01-1999,0,02:08,Released,At First Sight,5.9,48,Drama,Romance,,,,Metro-Goldwyn-Mayer (MGM),,,,,,
40000000,10718,English,7.360793,16-01-2004,46546197,01:24,Released,Torque,4.7,119,Action,,,,,Village Roadshow Pictures,Original Film,Warner Bros.,,,,
0,11062,English,3.621837,16-02-1996,0,01:51,Released,City Hall,6,67,Drama,Thriller,,,,Columbia Pictures,Castle Rock Entertainment,,,,,
45000000,10802,English,14.513305,22-09-1995,20350754,02:08,Released,Showgirls,4.9,256,Drama,,,,,United Artists,Le Studio Canal+,Carolco Pictures,,,,
40000000,1887,English,22.364549,24-05-2006,60474340,02:03,Released,Marie Antoinette,6.5,642,Drama,History,,,,American Zoetrope,Columbia Pictures Corporation,Pricel,Tohokushinsha Film,,,
40000000,6071,English,6.90894,21-04-1995,0,01:41,Released,Kiss of Death,5.7,81,Action,Crime,Drama,Thriller,,Twentieth Century Fox Film Corporation,,,,,,
63600000,10461,English,4.494788,06-10-2000,19412993,01:42,Released,Get Carter,4.8,145,Action,Drama,Thriller,Crime,,Franchise Pictures,Warner Bros.,Morgan Creek Productions,The Canton Company,,,
42000000,80278,English,47.559928,09-09-2012,180274123,01:53,Released,The Impossible,7,2025,Thriller,Drama,,,,Summit Entertainment,Telecinco Cinema,Apaches Entertainment,Canal+ Espa\u00f1a,,,
55000000,12704,English,2.410546,15-05-1987,14375181,01:47,Released,Ishtar,4.2,28,Action,Adventure,Comedy,,,Columbia Pictures,,,,,,
40000000,10315,English,41.258956,23-10-2009,46471023,01:27,Released,Fantastic Mr. Fox,7.5,1176,Adventure,Animation,Comedy,Family,,Twentieth Century Fox Film Corporation,Regency Enterprises,Indian Paintbrush,American Empirical Pictures,,,
40000000,16643,English,8.980846,26-04-2002,16872671,01:43,Released,Life or Something Like It,5.7,124,Comedy,Drama,Romance,,,Regency Enterprises,Epsilon Motion Pictures,Davis Entertainment,New Regency Pictures,,,
40000000,2687,English,7.222985,28-02-1992,14358033,01:39,Released,Memoirs of an Invisible Man,5.7,125,Comedy,Fantasy,Science Fiction,,,Regency Enterprises,Alcor Films,Canal+,Warner Bros.,,,
10000000,194,French,73.720244,25-04-2001,173921954,02:02,Released,Amélie,7.8,3310,Comedy,Romance,,,,France 3 Cin\u00e9ma,Claudie Ossard Productions,MMC Independent,Canal+,,,
0,11025,English,10.0403,01-05-2004,0,01:31,Released,New York Minute,5.5,185,Comedy,,,,,DiNovi Pictures,Dualstar Productions,Warner Bros.,,,,
60000000,8849,English,15.219263,22-10-2004,13395939,01:43,Released,Alfie,5.6,248,Comedy,,,,,Paramount Pictures,Patalex Productions,,,,,
40000000,78698,English,8.303696,02-02-2012,24719215,01:47,Released,Big Miracle,6.6,152,Adventure,Drama,Romance,,,Universal Pictures,Anonymous Content,Working Title Films,,,,
38000000,30943,English,4.746085,12-03-1999,28121100,01:46,Released,The Deep End of the Ocean,5.9,54,Drama,Mystery,,,,Columbia Pictures Corporation,Mandalay Entertainment,,,,,
40000000,9544,English,6.756886,09-08-2002,18902015,01:41,Released,FearDotCom,3.2,105,Horror,Thriller,,,,Milagro Films,Franchise Pictures,DoRo Fiction Film,Signature Pictures,,,
40000000,24418,English,16.424807,23-10-2009,28169671,01:49,Released,Cirque du Freak: The Vampire's Assistant,5.5,348,Adventure,Fantasy,Action,Thriller,,Universal Pictures,,,,,,
40000000,7288,English,15.590001,26-09-2003,19322135,01:29,Released,Duplex,5.9,482,Action,Comedy,Thriller,,,Miramax Films,Flower Films,,,,,
0,14655,English,5.483671,07-11-2008,0,01:43,Released,Soul Men,6.3,47,Comedy,Music,,,,Dimension Films,,,,,,
0,24575,English,1.630541,01-01-1980,0,01:55,Released,Raise the Titanic,5.2,21,Action,Drama,Thriller,,,ITC Entertainment,,,,,,
45000000,10366,English,14.566664,05-08-1999,10667893,01:22,Released,Universal Soldier: The Return,4.2,135,Action,Science Fiction,,,,TriStar Pictures,Baumgarten-Prophet Entertainment,,,,,
33000000,19898,English,28.353517,08-09-2009,20645327,01:48,Released,Pandorum,6.5,774,Action,Horror,Mystery,Science Fiction,Thriller,Impact Pictures,Constantin Film Produktion,,,,,
40000000,4965,English,9.579975,03-12-2001,0,01:42,Released,Impostor,6.1,135,Action,Science Fiction,Thriller,,,Dimension Films,Marty Katz Productions,Mojo Films,PK Pictures,,,
40000000,15074,English,2.911819,27-11-2002,10959475,01:33,Released,Extreme Ops,5,28,Action,Adventure,Drama,Thriller,,Paramount Pictures,Extreme Productions,ApolloMedia Distribution,,,,
0,56715,English,10.844882,06-04-2001,0,01:28,Released,Just Visiting,4.8,171,Comedy,Fantasy,Science Fiction,,,Gaumont,Hollywood Pictures,Bruin Grip Services,,,,
50000000,1272,English,51.502884,05-04-2007,32017803,01:47,Released,Sunshine,7,1182,Science Fiction,Thriller,,,,DNA Films,Ingenious Film Partners,UK Film Council,Moving Picture Company (MPC),,,
40000000,72358,English,13.119133,07-03-2012,22044277,01:31,Released,A Thousand Words,6,373,Drama,Comedy,,,,Paramount Pictures,DreamWorks SKG,Saturn Films,Varsity Pictures,,,
40000000,20542,English,4.238482,12-12-2008,0,01:34,Released,Delgo,5.4,15,Adventure,Fantasy,Animation,Comedy,Science Fiction,Fathom Studios,Electric Eye Entertainment Corporation,,,,,
40000000,266396,English,26.935458,16-02-2015,13644292,01:55,Released,The Gunman,5.5,392,Action,Drama,Crime,,,StudioCanal,Silver Pictures,TF1 Films Production,Canal+,,,
40000000,9978,English,16.282962,21-07-2006,23937870,01:33,Released,Stormbreaker,5.1,213,Adventure,Action,Family,,,Isle of Man Film,"Weinstein Company, The",Samuelson Productions,,,,
